P_AI_date,starttime,endtime,P-wave(s),mag_pred(M),lat_pred,lon_pred,dis_pred(km),dep_pred(km),baz_pred(°)
2022-01-07T10:27:23.600000Z,2022-01-07T10:27:16.600000Z,2022-01-07T10:27:26.600000Z,3.0,5.338093693636664,-12.433749,-77.77071,70.72510340979693,38.153195987436646,-124.27779659211987
2022-01-07T10:27:23.600000Z,2022-01-07T10:27:16.600000Z,2022-01-07T10:27:27.600000Z,4.0,5.33402742599894,-12.493327,-77.630229,63.36639395019966,27.946921875245046,-137.07177376663927
2022-01-07T10:27:23.600000Z,2022-01-07T10:27:16.600000Z,2022-01-07T10:27:28.600000Z,5.0,5.559264176689394,-12.476372,-77.625778,61.67179763956774,26.87062367372267,-136.21169071431967
2022-01-07T10:27:23.600000Z,2022-01-07T10:27:16.600000Z,2022-01-07T10:27:29.600000Z,6.0,5.4037097178954285,-12.496108,-77.64509,64.70064846748177,32.374788881651554,-136.21169071431967
2022-01-07T10:27:23.600000Z,2022-01-07T10:27:16.600000Z,2022-01-07T10:27:30.600000Z,7.0,5.489923052614374,-12.504478,-77.65328,65.98514776430453,34.579461805394935,-136.21169071431967
